"Bilateral Estimates of Migrant Stocks in 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Destination country (across)                                                              -                                                                                        Source country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Other North","Other South","World"
"Kazakhstan","0.0","0.0","178.0","0.0","0.0","0.0","0.0","148.0","727.0","0.0","1114.0","1076.0","20272.0","0.0","0.0","0.0","0.0","70362.0","3388.0","0.0","0.0","0.0","0.0","19.0","0.0","0.0","24.0","0.0","1022.0","0.0","0.0","0.0","0.0","0.0","7536.0","0.0","0.0","0.0","0.0","10.0","4680.0","5.0","0.0","0.0","0.0","8.0","0.0","0.0","23.0","0.0","280.0","6700.0","205.0","0.0","0.0","4.0","3.0","331.0","0.0","0.0","0.0","3710.0","0.0","0.0","0.0","213.0","2418.0","0.0","0.0","0.0","12107.0","740000.0","0.0","2680.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","576.0","20.0","2246.0","0.0","0.0","0.0","596.0","0.0","13870.0","3418.0","0.0","0.0","18.0","0.0","130.0","0.0","0.0","1536.0","0.0","0.0","14369.0","0.0","7180.0","0.0","0.0","0.0","787.0","0.0","7952.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","11.0","0.0","18312.0","0.0","184.0","0.0","0.0","0.0","0.0","0.0","0.0","167.0","0.0","0.0","3.0","0.0","0.0","0.0","849.0","0.0","0.0","0.0","3.0","0.0","0.0","1.0","0.0","4934.0","900.0","0.0","0.0","11.0","2479430.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","161.0","86.0","0.0","0.0","0.0","0.0","1470.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1716.0","2365.0","0.0","707.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12000.0","14184.0","0.0","0.0","0.0","234238.0","0.0","5018.0","26555.0","6.0","91711.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3826984.0"
"Kenya","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","0.0","3.0","16000.0","958.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","77.0","0.0","12.0","0.0","652.0","47.0","0.0","13.0","0.0","916.0","0.0","0.0","0.0","26657.0","48.0","0.0","0.0","0.0","24.0","661.0","16.0","76.0","0.0","0.0","45.0","0.0","0.0","4.0","0.0","98.0","105.0","1559.0","0.0","0.0","106.0","32.0","139.0","0.0","0.0","348.0","2.0","0.0","3.0","0.0","1128.0","1695.0","0.0","0.0","0.0","0.0","9507.0","17.0","564.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","74.0","2425.0","0.0","0.0","0.0","990.0","0.0","0.0","3245.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","330.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","626.0","0.0","0.0","47.0","0.0","0.0","0.0","75.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2808.0","0.0","1650.0","2.0","0.0","0.0","0.0","1809.0","0.0","0.0","0.0","9.0","0.0","0.0","9.0","55.0","66.0","106.0","0.0","0.0","2.0","437.0","1439.0","0.0","0.0","0.0","0.0","0.0","0.0","389.0","51.0","0.0","0.0","17.0","45.0","0.0","0.0","16164.0","8212.0","1430.0","0.0","1.0","0.0","0.0","0.0","2661.0","0.0","1.0","3263.0","3362.0","0.0","0.0","59236.0","0.0","0.0","0.0","0.0","0.0","0.0","258.0","0.0","0.0","0.0","44359.0","12.0","0.0","145403.0","112604.0","9.0","0.0","5.0","8.0","0.0","0.0","0.0","0.0","141.0","0.0","2.0","7.0","475499.0"
"Kiribati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","718.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","86.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","203.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","1476.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","1878.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","870.0","5367.0"
"Korea, Dem. Rep.","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5071.0","16335.0","1.0","68.0","2743.0","2785.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","9.0","0.0","0.0","147.0","0.0","39.0","0.0","0.0","0.0","44.0","0.0","194.0","0.0","75.0","0.0","0.0","8.0","4651.0","195.0","0.0","0.0","0.0","69.0","0.0","0.0","3.0","0.0","39.0","32.0","376.0","0.0","0.0","0.0","709.0","64.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","2.0","63.0","0.0","154.0","0.0","1663.0","2614.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","347.0","0.0","0.0","179.0","0.0","0.0","73.0","146487.0","191.0","0.0","0.0","0.0","0.0","0.0","1974.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","50.0","0.0","1038.0","0.0","0.0","2.0","0.0","0.0","0.0","33.0","0.0","1850.0","0.0","551.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","14.0","0.0","0.0","0.0","40.0","0.0","0.0","0.0","7.0","0.0","0.0","103.0","5789.0","0.0","77.0","0.0","0.0","0.0","10289.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","15.0","5.0","0.0","0.0","116.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","82.0","494.0","0.0","131.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","1949.0","0.0","0.0","149.0","635.0","0.0","0.0","0.0","0.0","12598.0","29.0","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","223679.0"
"Korea, Rep.","0.0","0.0","159.0","419.0","0.0","0.0","0.0","2300.0","0.0","4.0","107360.0","0.0","381.0","5.0","0.0","0.0","0.0","0.0","1412.0","0.0","0.0","8.0","37.0","432.0","0.0","0.0","8692.0","10588.0","58.0","0.0","0.0","0.0","57.0","0.0","135744.0","0.0","0.0","0.0","0.0","1329.0","222276.0","267.0","0.0","0.0","0.0","932.0","0.0","0.0","9.0","0.0","11.0","2862.0","8924.0","0.0","0.0","758.0","1181.0","296.0","127.0","0.0","0.0","17.0","0.0","8.0","0.0","507.0","20656.0","0.0","186.0","0.0","219.0","33953.0","0.0","325.0","0.0","0.0","3528.0","1702.0","89.0","0.0","0.0","0.0","49.0","4774.0","1322.0","39.0","0.0","27907.0","0.0","0.0","537.0","0.0","0.0","4206.0","0.0","699290.0","83.0","18975.0","267.0","0.0","5176.0","0.0","0.0","0.0","261.0","0.0","31.0","0.0","0.0","0.0","703.0","0.0","26.0","53.0","0.0","0.0","0.0","0.0","4912.0","0.0","0.0","9.0","13.0","156.0","0.0","4553.0","0.0","0.0","0.0","1606.0","0.0","0.0","0.0","0.0","0.0","0.0","7015.0","0.0","26601.0","64.0","0.0","0.0","1603.0","7402.0","0.0","0.0","76.0","345.0","256.0","2654.0","776.0","6948.0","127.0","133.0","153.0","0.0","15.0","3604.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","13.0","0.0","0.0","304.0","31.0","0.0","0.0","1226.0","0.0","3690.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10665.0","3570.0","0.0","0.0","0.0","14569.0","0.0","0.0","0.0","0.0","0.0","760.0","266.0","0.0","0.0","196.0","469.0","0.0","21180.0","1145196.0","90.0","1721.0","21.0","226.0","154.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","2604888.0"
"Kosovo","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34706.0","0.0","0.0","0.0","0.0","0.0","0.0","12941.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17059.0","0.0","0.0","0.0","0.0","192941.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44706.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8824.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35882.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17059.0","145882.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14706.0","25294.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","550000.0"
"Kuwait","0.0","0.0","2399.0","0.0","0.0","0.0","0.0","14.0","0.0","1.0","4637.0","247.0","0.0","0.0","5603.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","4.0","0.0","0.0","20.0","0.0","107.0","0.0","0.0","0.0","0.0","0.0","12688.0","0.0","0.0","0.0","0.0","11.0","0.0","25.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","274.0","40.0","1371.0","0.0","0.0","4.0","21.0","4446.0","1.0","0.0","0.0","5.0","0.0","0.0","0.0","127.0","763.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","190.0","4.0","6193.0","0.0","0.0","323.0","523.0","0.0","0.0","588.0","0.0","0.0","655.0","0.0","51.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","242.0","0.0","0.0","10587.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","0.0","69.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1117.0","0.0","0.0","6.0","0.0","0.0","0.0","385.0","401.0","0.0","0.0","6.0","0.0","0.0","7.0","172.0","206.0","5.0","0.0","12296.0","50.0","84.0","0.0","0.0","0.0","0.0","134184.0","0.0","0.0","0.0","0.0","0.0","0.0","54.0","22.0","0.0","0.0","84.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1824.0","463.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","423.0","0.0","0.0","0.0","0.0","272.0","60802.0","14049.0","26397.0","2.0","0.0","0.0","58.0","0.0","0.0","17179.0","0.0","0.0","0.0","0.0","0.0","322816.0"
"Kyrgyz Republic","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","353.0","632.0","3240.0","0.0","0.0","0.0","0.0","5263.0","1935.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","91.0","0.0","0.0","0.0","0.0","0.0","1468.0","0.0","0.0","0.0","0.0","5.0","988.0","1.0","0.0","0.0","0.0","4.0","0.0","0.0","7.0","0.0","28.0","1275.0","48.0","0.0","0.0","0.0","0.0","88.0","0.0","0.0","0.0","537.0","0.0","0.0","0.0","41.0","615.0","0.0","0.0","0.0","1934.0","65190.0","0.0","154.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","143.0","1.0","0.0","0.0","0.0","0.0","87.0","0.0","2563.0","1028.0","0.0","0.0","8.0","6185.0","50.0","0.0","0.0","2042.0","0.0","0.0","0.0","0.0","987.0","0.0","0.0","0.0","0.0","0.0","612.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","7.0","0.0","2628.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","0.0","0.0","0.0","0.0","192.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","134.0","0.0","0.0","0.0","0.0","572678.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","4.0","0.0","0.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","877.0","494.0","0.0","11054.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4000.0","2267.0","0.0","0.0","0.0","28172.0","0.0","0.0","3399.0","1.0","14657.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","738283.0"
"Lao PDR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","569.0","0.0","1.0","12016.0","121.0","0.0","0.0","0.0","86526.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","5.0","0.0","1.0","0.0","0.0","0.0","265.0","0.0","16565.0","0.0","0.0","0.0","0.0","1.0","1373.0","9.0","0.0","0.0","0.0","1.0","0.0","0.0","4.0","0.0","5.0","44.0","60.0","0.0","0.0","32.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","43524.0","0.0","0.0","0.0","0.0","1237.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","1.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","254.0","0.0","0.0","9.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","204.0","792.0","0.0","0.0","0.0","0.0","0.0","99.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","15.0","2.0","0.0","0.0","0.0","117.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","5.0","74.0","0.0","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","492.0","1028.0","0.0","0.0","0.0","926427.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","196959.0","0.0","0.0","0.0","2.0","4284.0","0.0","0.0","0.0","0.0","0.0","862.0","0.0","1294218.0"
"Latvia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","120.0","0.0","1.0","6093.0","787.0","1415.0","0.0","0.0","0.0","0.0","9989.0","1436.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","143.0","0.0","132.0","0.0","0.0","0.0","0.0","0.0","8129.0","0.0","0.0","0.0","0.0","43.0","100.0","19.0","0.0","0.0","0.0","15.0","0.0","0.0","9.0","0.0","194.0","416.0","4321.0","0.0","0.0","20.0","24.0","1.0","1.0","0.0","0.0","3859.0","0.0","0.0","0.0","1422.0","2588.0","0.0","0.0","0.0","846.0","19013.0","0.0","167.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","153.0","700.0","0.0","0.0","0.0","0.0","19800.0","0.0","4000.0","2920.0","0.0","0.0","1.0","2643.0","39.0","0.0","0.0","0.0","0.0","0.0","1003.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10127.0","443.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","38.0","0.0","4796.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2557.0","0.0","0.0","0.0","0.0","0.0","0.0","8961.0","0.0","0.0","0.0","12.0","0.0","0.0","11.0","0.0","1662.0","213.0","0.0","0.0","6.0","86567.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","55.0","47.0","0.0","0.0","391.0","0.0","3764.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6096.0","1651.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","75.0","990.0","0.0","0.0","0.0","20038.0","0.0","70654.0","24042.0","7.0","6404.0","0.0","114.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","342317.0"
"Lebanon","0.0","0.0","2457.0","0.0","0.0","0.0","56.0","933.0","1045.0","39.0","96800.0","1796.0","0.0","3.0","2298.0","0.0","0.0","0.0","3317.0","59.0","0.0","5.0","0.0","26.0","0.0","0.0","12502.0","0.0","651.0","0.0","0.0","0.0","0.0","0.0","87536.0","0.0","671.0","0.0","0.0","253.0","399.0","1142.0","0.0","0.0","866.0","121.0","0.0","0.0","58.0","247.0","3242.0","639.0","12704.0","0.0","31.0","991.0","645.0","4557.0","9.0","0.0","0.0","9.0","0.0","0.0","0.0","574.0","47249.0","0.0","2382.0","0.0","0.0","88277.0","1142.0","2748.0","0.0","0.0","0.0","24.0","542.0","0.0","0.0","0.0","7.0","0.0","374.0","33.0","0.0","0.0","0.0","1223.0","269.0","0.0","6341.0","7047.0","0.0","0.0","1601.0","0.0","110.0","0.0","0.0","0.0","0.0","6390.0","0.0","0.0","45.0","0.0","0.0","912.0","10849.0","0.0","89.0","37.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","75.0","0.0","257.0","0.0","1119.0","0.0","0.0","203.0","0.0","0.0","685.0","0.0","0.0","0.0","0.0","3459.0","0.0","0.0","5.0","0.0","0.0","0.0","1795.0","0.0","0.0","0.0","452.0","0.0","575.0","82.0","135.0","411.0","76.0","24.0","5045.0","1597.0","939.0","0.0","0.0","0.0","0.0","160000.0","849.0","0.0","3.0","815.0","0.0","318.0","66.0","40.0","0.0","0.0","683.0","0.0","2998.0","0.0","2.0","10.0","0.0","0.0","0.0","0.0","0.0","25212.0","6088.0","0.0","0.0","0.0","0.0","0.0","710.0","0.0","0.0","0.0","1676.0","0.0","0.0","0.0","0.0","861.0","24948.0","17755.0","126355.0","136.0","0.0","0.0","6111.0","0.0","0.0","3324.0","0.0","0.0","0.0","573.0","1.0","810854.0"
"Lesotho","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","128.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","2970.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","115.0","0.0","0.0","0.0","0.0","13.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","48.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","71.0","0.0","0.0","27.0","0.0","0.0","0.0","0.0","125.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","426.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7695.0","0.0","0.0","0.0","129.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","310925.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","173.0","49.0","86.0","0.0","0.0","270.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","599.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","323988.0"
"Liberia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.0","0.0","0.0","3288.0","267.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","35.0","0.0","5.0","0.0","0.0","0.0","0.0","17.0","1662.0","0.0","0.0","0.0","0.0","6.0","116.0","15.0","0.0","0.0","0.0","16.0","92688.0","0.0","0.0","0.0","0.0","27.0","170.0","0.0","0.0","4.0","35.0","56.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","120.0","725.0","0.0","0.0","0.0","0.0","3018.0","20056.0","9.0","0.0","0.0","0.0","0.0","118353.0","847.0","0.0","0.0","0.0","0.0","37.0","2.0","0.0","0.0","0.0","0.0","253.0","0.0","0.0","2316.0","0.0","0.0","3.0","0.0","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","643.0","8.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2049.0","0.0","0.0","1.0","0.0","18330.0","0.0","941.0","0.0","0.0","0.0","6.0","0.0","0.0","6.0","3.0","0.0","29.0","0.0","0.0","1.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22144.0","0.0","0.0","3.0","5.0","0.0","0.0","524.0","0.0","779.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","938.0","437.0","0.0","0.0","0.0","2.0","0.0","9.0","0.0","0.0","0.0","21.0","0.0","0.0","0.0","0.0","18.0","0.0","0.0","79240.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","370453.0"
