"Bilateral Estimates of Migrant Stocks in 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Destination country (across)                                                              -                                                                                        Source country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Other North","Other South","World"
"Estonia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","206.0","0.0","0.0","3170.0","363.0","900.0","4.0","0.0","0.0","0.0","3090.0","1233.0","0.0","0.0","3.0","0.0","4.0","0.0","0.0","184.0","0.0","63.0","0.0","0.0","0.0","0.0","0.0","6165.0","0.0","0.0","0.0","0.0","55.0","0.0","21.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","34.0","197.0","1459.0","0.0","0.0","0.0","18.0","46.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","34013.0","895.0","0.0","0.0","0.0","537.0","12223.0","0.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","138.0","167.0","0.0","0.0","0.0","0.0","2754.0","0.0","0.0","1375.0","0.0","0.0","6.0","2643.0","21.0","0.0","0.0","0.0","0.0","0.0","637.0","0.0","3419.0","0.0","0.0","0.0","0.0","2.0","1279.0","477.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","17.0","0.0","1210.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","829.0","0.0","0.0","0.0","0.0","0.0","0.0","4813.0","0.0","0.0","0.0","7.0","0.0","0.0","20.0","0.0","214.0","132.0","0.0","0.0","5.0","56896.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0","38.0","0.0","0.0","74.0","0.0","1632.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10206.0","582.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","168.0","629.0","0.0","0.0","0.0","10509.0","0.0","9354.0","11874.0","2.0","4069.0","0.0","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191205.0"
"Ethiopia","0.0","0.0","407.0","0.0","0.0","0.0","1337.0","30.0","0.0","4.0","9627.0","1244.0","0.0","0.0","1129.0","0.0","0.0","0.0","1142.0","0.0","0.0","10.0","0.0","2.0","0.0","0.0","10.0","0.0","56.0","0.0","0.0","0.0","0.0","0.0","23247.0","0.0","0.0","0.0","0.0","6.0","450.0","10.0","0.0","0.0","0.0","21.0","0.0","0.0","21.0","0.0","95.0","229.0","2077.0","13549.0","1.0","0.0","7.0","753.0","0.0","0.0","108.0","4.0","0.0","39.0","0.0","1878.0","8261.0","0.0","0.0","0.0","0.0","10865.0","35.0","2361.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","143.0","70.0","0.0","0.0","0.0","0.0","537.0","0.0","81880.0","31547.0","0.0","0.0","66.0","0.0","21610.0","0.0","0.0","0.0","0.0","3139.0","0.0","0.0","0.0","0.0","0.0","0.0","1795.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.0","0.0","0.0","0.0","17.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9228.0","0.0","1143.0","42.0","0.0","0.0","0.0","7237.0","0.0","0.0","0.0","3.0","0.0","0.0","9.0","0.0","47.0","32.0","0.0","2478.0","3.0","264.0","0.0","0.0","0.0","0.0","150000.0","0.0","0.0","3.0","0.0","0.0","0.0","25.0","18.0","0.0","2046.0","28290.0","8249.0","3313.0","0.0","0.0","4.0","0.0","0.0","62431.0","0.0","24.0","15494.0","5133.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","229.0","87.0","0.0","0.0","0.0","1070.0","103.0","12256.0","19455.0","195805.0","5.0","0.0","0.0","29.0","0.0","0.0","0.0","4686.0","0.0","0.0","0.0","0.0","749139.0"
"Faeroe Islands","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11985.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","369.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","893.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13364.0"
"Fiji","0.0","0.0","0.0","471.0","0.0","0.0","0.0","2.0","0.0","1.0","67233.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","27978.0","0.0","0.0","0.0","0.0","11.0","136.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","5.0","4.0","22.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","118.0","37.0","0.0","0.0","0.0","0.0","0.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","175.0","0.0","0.0","0.0","42.0","0.0","0.0","54.0","0.0","0.0","0.0","0.0","7.0","489.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62.0","0.0","52755.0","2.0","0.0","0.0","0.0","42.0","0.0","0.0","0.0","1.0","160.0","0.0","1.0","8.0","10.0","0.0","0.0","0.0","0.0","2.0","0.0","156.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.0","70.0","0.0","0.0","0.0","0.0","0.0","0.0","687.0","0.0","0.0","2.0","0.0","0.0","54.0","0.0","4.0","0.0","6021.0","43916.0","1.0","0.0","225.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","315.0","201462.0"
"Finland","0.0","0.0","184.0","0.0","0.0","0.0","0.0","176.0","0.0","1.0","10323.0","1558.0","184.0","5.0","0.0","0.0","0.0","2011.0","6328.0","0.0","0.0","7.0","0.0","24.0","0.0","0.0","522.0","0.0","58.0","0.0","0.0","0.0","0.0","0.0","14658.0","15.0","0.0","0.0","0.0","167.0","1349.0","46.0","0.0","0.0","0.0","63.0","0.0","0.0","4.0","0.0","582.0","490.0","3717.0","0.0","0.0","62.0","188.0","342.0","0.0","0.0","0.0","2173.0","0.0","34.0","0.0","0.0","3721.0","0.0","0.0","0.0","0.0","20372.0","0.0","362.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","759.0","200.0","0.0","0.0","0.0","0.0","980.0","0.0","314.0","3144.0","0.0","696.0","9.0","0.0","146.0","0.0","0.0","0.0","0.0","0.0","130.0","0.0","174.0","0.0","0.0","0.0","815.0","7.0","95.0","1180.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","0.0","169.0","0.0","490.0","69.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","2840.0","0.0","0.0","11.0","0.0","0.0","0.0","6726.0","0.0","0.0","0.0","39.0","0.0","0.0","83.0","113.0","269.0","347.0","0.0","0.0","135.0","2141.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","65.0","61.0","0.0","0.0","350.0","0.0","13104.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","161129.0","5483.0","0.0","0.0","0.0","2259.0","0.0","0.0","0.0","0.0","0.0","2476.0","128.0","0.0","0.0","0.0","240.0","0.0","14623.0","21348.0","34.0","829.0","0.0","59.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","314075.0"
"France","0.0","58.0","1116.0","0.0","4145.0","0.0","43.0","9787.0","0.0","52.0","32803.0","8741.0","0.0","131.0","919.0","0.0","0.0","0.0","179200.0","0.0","1715.0","104.0","32.0","715.0","102.0","0.0","9688.0","0.0","592.0","0.0","268.0","201.0","281.0","14895.0","100896.0","51.0","5015.0","788.0","1124.0","3931.0","15087.0","2007.0","482.0","0.0","7656.0","1470.0","0.0","1326.0","154.0","10.0","1079.0","4906.0","6922.0","0.0","75.0","3490.0","3297.0","2069.0","212.0","4274.0","432.0","192.0","0.0","23.0","0.0","2345.0","0.0","24130.0","15308.0","0.0","0.0","162976.0","254.0","1479.0","0.0","0.0","0.0","246.0","1044.0","104.0","0.0","887.0","104.0","2167.0","4160.0","500.0","1163.0","0.0","0.0","0.0","9900.0","0.0","42578.0","146537.0","0.0","9523.0","344.0","0.0","715.0","0.0","0.0","2505.0","0.0","2551.0","0.0","0.0","199.0","127.0","0.0","16.0","4928.0","71.0","302.0","32752.0","0.0","0.0","10185.0","0.0","3138.0","103.0","2695.0","285.0","0.0","3018.0","2878.0","8235.0","0.0","0.0","7798.0","72.0","0.0","4961.0","0.0","0.0","0.0","0.0","23561.0","37229.0","3759.0","154.0","0.0","0.0","0.0","5956.0","1583.0","0.0","0.0","833.0","0.0","419.0","2685.0","1212.0","27991.0","93781.0","188.0","2014.0","3469.0","2486.0","233.0","12.0","22.0","136.0","0.0","10652.0","5803.0","228.0","0.0","0.0","88.0","2300.0","3960.0","2281.0","0.0","7438.0","0.0","221500.0","390.0","5.0","71.0","0.0","0.0","0.0","3319.0","0.0","8631.0","149737.0","0.0","0.0","0.0","22489.0","0.0","4906.0","0.0","0.0","3305.0","23658.0","0.0","0.0","0.0","245.0","1433.0","9958.0","139259.0","179531.0","851.0","0.0","538.0","3095.0","0.0","0.0","0.0","0.0","30.0","0.0","214689.0","10587.0","2184539.0"
"French Polynesia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","390.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","120.0","0.0","0.0","0.0","0.0","8.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","367.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","366.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","2321.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","123.0","3801.0"
"Gabon","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","43.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","0.0","12.0","0.0","0.0","7.0","0.0","16052.0","882.0","0.0","308.0","260.0","0.0","6.0","150.0","0.0","0.0","0.0","2347.0","2.0","0.0","0.0","0.0","0.0","0.0","2.0","5.0","0.0","0.0","0.0","0.0","7.0","0.0","240.0","0.0","0.0","0.0","0.0","0.0","10.0","19866.0","0.0","0.0","0.0","0.0","460.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","328.0","0.0","0.0","3.0","0.0","974.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","4913.0","0.0","0.0","185.0","0.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","10.0","586.0","0.0","0.0","4.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","292.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","275.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","417.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48886.0"
"Gambia, The","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","182.0","613.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","5.0","0.0","0.0","535.0","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","50.0","0.0","0.0","0.0","0.0","21.0","632.0","0.0","0.0","0.0","50.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","561.0","1783.0","0.0","0.0","0.0","0.0","3439.0","1337.0","49.0","0.0","0.0","0.0","0.0","515.0","1410.0","0.0","0.0","0.0","0.0","12.0","10.0","0.0","0.0","0.0","0.0","80.0","0.0","0.0","1005.0","0.0","0.0","1.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","745.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","654.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","658.0","0.0","0.0","0.0","0.0","6176.0","0.0","1135.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","7.0","119.0","0.0","0.0","3.0","11.0","0.0","0.0","0.0","0.0","0.0","3965.0","0.0","0.0","2472.0","0.0","0.0","1.0","20.0","0.0","0.0","0.0","0.0","18711.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4500.0","714.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","0.0","0.0","0.0","1.0","0.0","10445.0","8247.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70966.0"
"Georgia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.0","37277.0","0.0","450.0","3233.0","5122.0","0.0","0.0","0.0","0.0","8558.0","2529.0","0.0","0.0","1.0","0.0","2.0","0.0","0.0","65.0","0.0","306.0","0.0","0.0","0.0","0.0","0.0","1850.0","0.0","0.0","0.0","0.0","3.0","0.0","5.0","0.0","0.0","0.0","14.0","0.0","0.0","5.0","0.0","17994.0","1908.0","215.0","0.0","0.0","17.0","0.0","10.0","0.0","0.0","0.0","1449.0","0.0","0.0","0.0","48.0","7145.0","0.0","0.0","0.0","0.0","17655.0","0.0","37912.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","228.0","22.0","0.0","0.0","0.0","0.0","660.0","0.0","9479.0","8534.0","0.0","0.0","2.0","2173.0","72.0","0.0","0.0","0.0","0.0","0.0","3631.0","0.0","1623.0","0.0","0.0","0.0","0.0","0.0","1000.0","10.0","0.0","0.0","0.0","0.0","110.0","0.0","0.0","32.0","0.0","0.0","0.0","14.0","0.0","4571.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","279.0","0.0","0.0","1.0","0.0","0.0","0.0","304.0","0.0","0.0","0.0","49.0","0.0","0.0","8.0","0.0","350.0","1106.0","0.0","0.0","2.0","436005.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.0","29.0","0.0","0.0","0.0","0.0","10329.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1193.0","682.0","0.0","560.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9512.0","3584.0","0.0","0.0","0.0","67875.0","0.0","0.0","14907.0","0.0","23175.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","746017.0"
"Germany","0.0","228.0","1561.0","0.0","339.0","0.0","84.0","10340.0","611.0","67.0","137677.0","205900.0","2853.0","208.0","0.0","0.0","0.0","0.0","83100.0","75.0","0.0","166.0","28.0","1478.0","326.0","1173.0","16459.0","0.0","2195.0","0.0","0.0","67.0","40.0","0.0","200414.0","177.0","124.0","0.0","0.0","7100.0","14446.0","2299.0","0.0","0.0","430.0","2745.0","0.0","8213.0","352.0","122.0","3058.0","16700.0","35316.0","0.0","28.0","7028.0","6417.0","2895.0","225.0","0.0","0.0","1240.0","0.0","46.0","0.0","6973.0","238107.0","428.0","84.0","0.0","1704.0","0.0","0.0","11117.0","0.0","0.0","0.0","609.0","539.0","0.0","0.0","1787.0","210.0","1950.0","33896.0","1500.0","2187.0","0.0","0.0","0.0","12700.0","0.0","24068.0","230610.0","0.0","6669.0","624.0","95824.0","1555.0","0.0","0.0","1932.0","0.0","0.0","2022.0","0.0","2637.0","231.0","0.0","49.0","6891.0","1377.0","2099.0","12787.0","0.0","42.0","264.0","0.0","1308.0","251.0","0.0","1063.0","0.0","68.0","360.0","7145.0","0.0","2864.0","887.0","160.0","77.0","0.0","0.0","0.0","0.0","0.0","126587.0","0.0","12942.0","309.0","0.0","0.0","0.0","27902.0","0.0","0.0","0.0","914.0","0.0","1939.0","3403.0","3808.0","81779.0","27792.0","661.0","0.0","3597.0","137542.0","189.0","50.0","4.0","0.0","0.0","671.0","13793.0","80.0","111.0","0.0","0.0","3000.0","15364.0","0.0","0.0","30630.0","0.0","235400.0","169.0","23.0","71.0","0.0","0.0","0.0","0.0","0.0","48987.0","356974.0","0.0","132.0","7795.0","24381.0","0.0","594.0","0.0","0.0","0.0","405056.0","1996.0","0.0","0.0","239.0","64015.0","0.0","311286.0","680925.0","1167.0","12905.0","6.0","3445.0","228.0","0.0","0.0","0.0","88.0","0.0","474.0","7.0","4141435.0"
"Ghana","0.0","0.0","137.0","0.0","0.0","0.0","31.0","99.0","0.0","3.0","4572.0","2412.0","0.0","45.0","0.0","0.0","0.0","0.0","6080.0","0.0","9747.0","29.0","0.0","10.0","0.0","0.0","63.0","0.0","11.0","33242.0","0.0","42.0","0.0","4965.0","22211.0","0.0","0.0","0.0","0.0","9.0","1165.0","9.0","0.0","0.0","0.0","11.0","48070.0","0.0","3.0","0.0","98.0","279.0","1844.0","0.0","7.0","0.0","56.0","253.0","3.0","0.0","0.0","5.0","0.0","31.0","0.0","1139.0","6710.0","0.0","6062.0","0.0","0.0","31237.0","0.0","1051.0","0.0","0.0","0.0","0.0","850.0","0.0","0.0","0.0","0.0","0.0","134.0","52.0","0.0","0.0","0.0","0.0","1294.0","0.0","0.0","42837.0","0.0","2165.0","24.0","0.0","339.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","7399.0","603.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","1328.0","0.0","2741.0","18.0","0.0","451.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14175.0","0.0","0.0","0.0","1734.0","176493.0","0.0","1815.0","0.0","0.0","0.0","17.0","0.0","0.0","8.0","34.0","39.0","199.0","0.0","0.0","4.0","307.0","0.0","0.0","0.0","5.0","0.0","1373.0","0.0","20.0","1341.0","0.0","0.0","12.0","50.0","0.0","0.0","7523.0","0.0","15202.0","0.0","6.0","23.0","0.0","0.0","0.0","0.0","0.0","2421.0","2733.0","0.0","0.0","0.0","0.0","0.0","37764.0","0.0","0.0","0.0","213.0","0.0","0.0","0.0","0.0","50.0","0.0","81917.0","149596.0","2.0","0.0","5.0","27.0","0.0","0.0","0.0","0.0","94.0","0.0","0.0","2.0","737217.0"
"Greece","0.0","80778.0","582.0","0.0","0.0","0.0","0.0","1552.0","1653.0","9.0","136221.0","3903.0","0.0","48.0","0.0","0.0","0.0","104.0","31002.0","0.0","0.0","6.0","0.0","16.0","40.0","0.0","1561.0","0.0","5196.0","0.0","0.0","0.0","0.0","337.0","83910.0","0.0","0.0","0.0","0.0","241.0","370.0","114.0","0.0","0.0","0.0","25.0","0.0","0.0","20.0","0.0","27912.0","1876.0","2097.0","0.0","0.0","130.0","106.0","1078.0","5.0","0.0","0.0","23.0","0.0","3.0","0.0","903.0","12792.0","0.0","0.0","0.0","0.0","236000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","1438.0","27.0","0.0","0.0","0.0","0.0","637.0","0.0","3139.0","20926.0","0.0","0.0","54.0","2534.0","87.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","0.0","0.0","0.0","2567.0","63.0","43.0","1651.0","0.0","228.0","0.0","0.0","0.0","0.0","0.0","73.0","0.0","0.0","0.0","287.0","0.0","0.0","259.0","0.0","118.0","0.0","0.0","0.0","0.0","0.0","11551.0","0.0","0.0","8.0","0.0","0.0","0.0","1913.0","0.0","0.0","0.0","280.0","0.0","14.0","69.0","154.0","3321.0","194.0","12.0","0.0","6065.0","1891.0","0.0","0.0","0.0","0.0","0.0","0.0","1450.0","1.0","0.0","0.0","0.0","234.0","171.0","0.0","0.0","4877.0","0.0","4132.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","14313.0","9112.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","87690.0","0.0","0.0","0.0","36.0","380.0","0.0","38911.0","147498.0","103.0","360.0","0.0","605.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1000137.0"
